Idx,Period H1,FMA H1,SLMA H1,550MA H1,DeltaC H1,Macd H1,Plot2 H1,Plot3 H1,Plot4 H1,Idx,Period M15,FMA M15,SLMA M15,550MA M15,DeltaC M15,Macd M15,Plot2 M15,Plot3 M15,Plot4 M15,Idx,Period M5,FMA M5,SLMA M5,550MA M5,DeltaC M5,Macd M5,Plot2 M5,Plot3 M5,Plot4 M5
703,2024.02.16 22:00:00,1.07617,1.07556,0.00000,Positive,0.000545,0.000547,-0.000117,-0.000227,703,2024.04.16 20:15:00,1.06294,1.06280,1.07472,Positive,-0.000040,0.000011,-0.000340,-0.000537,703,2024.05.03 12:25:00,1.07355,1.07344,1.06915,Positive,0.000271,0.000178,0.000194,0.000281
704,2024.02.16 21:00:00,1.07602,1.07545,0.00000,Positive,0.000424,0.000487,-0.000146,-0.000266,704,2024.04.16 20:00:00,1.06299,1.06281,1.07474,Positive,0.000027,0.000028,-0.000341,-0.000539,704,2024.05.03 12:20:00,1.07349,1.07341,1.06914,Positive,0.000244,0.000159,0.000188,0.000275
705,2024.02.16 20:00:00,1.07592,1.07539,0.00000,Positive,0.000336,0.000442,-0.000171,-0.000298,705,2024.04.16 19:45:00,1.06302,1.06282,1.07476,Positive,0.000068,0.000034,-0.000345,-0.000546,705,2024.05.03 12:15:00,1.07343,1.07337,1.06913,Positive,0.000202,0.000138,0.000183,0.000267
706,2024.02.16 19:00:00,1.07585,1.07532,0.00000,Positive,0.000315,0.000418,-0.000188,-0.000321,706,2024.04.16 19:30:00,1.06304,1.06283,1.07478,Positive,0.000107,0.000037,-0.000351,-0.000554,706,2024.05.03 12:10:00,1.07339,1.07334,1.06912,Positive,0.000172,0.000122,0.000179,0.000262
707,2024.02.16 18:00:00,1.07579,1.07528,0.00000,Positive,0.000257,0.000386,-0.000208,-0.000347,707,2024.04.16 19:15:00,1.06308,1.06285,1.07481,Positive,0.000194,0.000051,-0.000353,-0.000557,707,2024.05.03 12:05:00,1.07334,1.07331,1.06911,Positive,0.000146,0.000108,0.000176,0.000258
708,2024.02.16 17:00:00,1.07585,1.07530,0.00000,Positive,0.000391,0.000407,-0.000211,-0.000352,708,2024.04.16 19:00:00,1.06310,1.06284,1.07483,Positive,0.000263,0.000055,-0.000359,-0.000566,708,2024.05.03 12:00:00,1.07328,1.07328,1.06910,Positive,0.000075,0.000084,0.000169,0.000250
709,2024.02.16 16:00:00,1.07592,1.07530,0.00000,Positive,0.000596,0.000440,-0.000211,-0.000352,709,2024.04.16 18:45:00,1.06307,1.06281,1.07485,Positive,0.000295,0.000046,-0.000369,-0.000579,709,2024.05.03 11:55:00,1.07323,1.07326,1.06910,Negative,0.000011,0.000065,0.000165,0.000245
710,2024.02.16 15:00:00,1.07584,1.07522,0.00000,Positive,0.000629,0.000416,-0.000229,-0.000377,710,2024.04.16 18:30:00,1.06306,1.06279,1.07487,Positive,0.000344,0.000039,-0.000378,-0.000592,710,2024.05.03 11:50:00,1.07322,1.07325,1.06909,Negative,-0.000010,0.000060,0.000166,0.000246
711,2024.02.16 14:00:00,1.07572,1.07513,0.00000,Positive,0.000565,0.000363,-0.000256,-0.000412,711,2024.04.16 18:15:00,1.06305,1.06278,1.07489,Positive,0.000375,0.000024,-0.000390,-0.000608,711,2024.05.03 11:45:00,1.07319,1.07323,1.06908,Negative,-0.000064,0.000049,0.000164,0.000244
712,2024.02.16 13:00:00,1.07564,1.07507,0.00000,Positive,0.000571,0.000332,-0.000276,-0.000438,712,2024.04.16 18:00:00,1.06302,1.06274,1.07491,Positive,0.000441,0.000017,-0.000400,-0.000621,712,2024.05.03 11:40:00,1.07317,1.07323,1.06907,Negative,-0.000107,0.000043,0.000164,0.000244
713,2024.02.16 12:00:00,1.07557,1.07500,0.00000,Positive,0.000591,0.000303,-0.000294,-0.000464,713,2024.04.16 17:45:00,1.06297,1.06271,1.07493,Positive,0.000431,-0.000015,-0.000417,-0.000644,713,2024.05.03 11:35:00,1.07316,1.07323,1.06906,Negative,-0.000141,0.000041,0.000166,0.000247
714,2024.02.16 11:00:00,1.07548,1.07493,0.00000,Positive,0.000569,0.000261,-0.000317,-0.000494,714,2024.04.16 17:30:00,1.06295,1.06268,1.07495,Positive,0.000516,-0.000020,-0.000426,-0.000656,714,2024.05.03 11:30:00,1.07317,1.07323,1.06906,Negative,-0.000155,0.000047,0.000170,0.000252
